,CompanyName,JobTitle,JobDescription,Overall_rating,Comp_Benefits,Culture_Values,Career_Opportunities,Work_Life_Balance,Senior_Management
Identify, analyze and report / resolve data issue, related to uniqueness, integrity, accuracy, consistency and completeness
Establish data profiling techniques for data patterns and metric / benchmark reporting to derive actionable insight
Establish and maintain the data dictionary
Provide recommendations to address and resolve business issue for a specific business group
Requirements:
Degree or about in related discipline
1-3 years of total experience in multiple disciplines such as process analysis, business process cycles
1 year experience in hands-on implementation of SAP ERP Master Data is preferred
Familiar with Data Management Capabilities such as Data Governance, Data Quality and Master Data Management
Experience in defining master data structures, sources to target, mapping, business rules and definitions is a plus
Experience with Data Warehousing Systems
Proficient in English and Mandarin",1,1,1,1,3,1

274,Citibank,Agency Algo Trading and Central Risk Quantitative Analyst,"The Quantitative Analyst is a strategic professional who stays abreast of developments within own field and contributes to directional strategy by considering their application in own job and the business. Recognized technical authority for an area within the business. Requires basic commercial awareness. There are typically multiple people within the business that provide the same level of subject matter expertise. Developed communication and diplomacy skills are required in order to guide, influence and convince others, in particular colleagues in other areas and occasional external customers. Significant impact on the area through complex deliverables. Provides advice and counsel related to the technology or operations of the business. Work impacts an entire area, which eventually affects the overall performance and effectiveness of the sub-function/job family.

Responsibilities:
Develop analytics libraries used for pricing and risk-management
Create, implement, and support quantitative models for the trading business leveraging a wide variety of mathematical and computer science methods and tools including hardware acceleration, advanced calculus, C++ including STL, C#, .NET, Java, object oriented software design, Python, kdb, Structured Query Language (SQL), mathematical finance/ programming and statistics and probability
Develop pricing models using numerical techniques for valuation including Monte Carlo Methods and partial differential equation solvers
Collaborate closely with Traders, Structurers, and technology professionals.
Work in close partnership with control functions such as Legal, Compliance, Market and Credit Risk, Audit, Finance in order to ensure appropriate governance and control infrastructure
Build a culture of responsible finance, good governance and supervision, expense discipline and ethics
Appropriately assess risk/reward of transactions when making business decisions; and ensure that all team members understand the need to do the same, demonstrating proper consideration for the firms reputation.
Be familiar with and adhere to Citis Code of Conduct and the Plan of Supervision for Global Markets and Securities Services; and ensure that all team members understand the need to do the same
Adhere to all policies and procedures as defined by your role which will be communicated to you
Obtain and maintain all registrations/licenses which are required for your role, within the appropriate timeframe
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.
Qualifications:
6-10 years of experience in a comparable quantitative modeling or analytics role, ideally in the financial sector
Must have technical/programming skills; C# .Net, SQL and C++ Exposure to Market Data; Statistics and Probability based calculations; Using probability theory to evaluate the risks of complex financial instruments, solve analytical equations and design numerical schemes to analyze complex contracts; and Software design and principles
Must also possess any level of product knowledge, Investments and Quantitative Methods
Consistently demonstrates clear and concise written and verbal communication skills
Education:
Bachelors/University degree, Masters degree preferred
This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.

The role sits in Market Quantitative analysis team in HK in the area of quantitative analysis for Cash Trading. Ideal candidate would have experience in agency algorithmic trading research and building new algorithmic trading models. The role would also have significant element of Central Risk Trading Quantitative Research and build out. Key skills, roles and responsibilities are
Market Microstructure research for Algorithmic Trading Models
Optimizing/Building new Trading Algorithms and models for Central Risk Product
Work closely with the wider Equities Cash business across the region to solve Quantitative problems
Strong experience in and knowledge of KDB+/Q, python and/or R
Bachelors Degree in a Quantitative discipline. Higher degrees are an added plus, but not necessary for the right candidate
Discipline regarding standard software development practices/processes is extremely important
Proven track record of delivering projects using above skills/knowledge
-------------------------------------------------

Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - HK

------------------------------------------------------

Time Type :

------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.
Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.

Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity CLICK HERE.

To view the ""EEO is the Law"" poster CLICK HERE. To view the EEO is the Law Supplement CLICK HERE.
To view the EEO Policy Statement CLICK HERE.
To view the Pay Transparency Posting CLICK HERE.",3.8,3.8,3.7,3.5,3.4,3.4

275,Dah Sing Bank å_§æ–°é_€è¡Œ,"Data Analyst, Core Banking Project (2 year renewable contract)","Reporting to the Core Banking Data Management Manager, you will be responsible for improving the quality and compliance of data used across the Bank in accordance with the Core Banking requirements and the DSB Group Technology Architecture

Responsibilities:
Perform detailed data analysis, design data structures and define data properties to meet corporate business and technical requirements
Provide support to the existing data cleansing initiative and the future data cleansing activities to ensure adequate data understanding and accurate data cleansing processing for the production of high quality data
Support data migration plans and work closely with the project team and vendor to develop and test the technologies and processes
Address potential project risks and provide post implementation support to ensure prompt resolution of production issues and early stabilization of system operation
Maintain data management and data quality related regulatory requirements and support ongoing data quality and compliance monitoring

Requirements:
University degree in Computer Science, Information Systems or related discipline.
Minimum 10 years of experience in IT industry with at least 5 years in data related analysis and design, data modelling and/or related application development projects
Minimum 5 years of experience in the banking sector with good understanding in related business applications/data and data management technologies
Possess solid project experience in at least one of the following
Loan systems (personal loan, mortgage loan, etc)
General Ledger systems
CASA, integrated accounts
Teller system, retailer banking system, branch system
Possess good understanding and experience in data quality improvement, data management processes and business intelligence application
Experience in vendor partnership with successful joint delivery of technology solution for business support
Proficient in SQL is a must, familiar with data analysis tools is a plus
Solid experience of data migration and system replacement projects
Experience in handling Core Banking project is a plus
Good presentation skills and confident to deal with various business stakeholders independently.
Good communication (Cantonese and English, with Putonghua is a must), elaboration and presentation skills
Resourceful, creative and proactive in continuous improvement and advancement.
Occasional travel to SZ office (day trip only) may be required
Candidate with less experience will also be considered.",3.4,2.9,3.1,2.9,3.3,2.8

276,AGS Group,Business Planning/ Business Analytics Manager,"Responsibilities

Prepare management reports for performance tracking and business decisions related to business strategies and decisions through:
â€“ Collecting and analyzing information from internal and external sources
â€“ Conducting market studies and customer analysis
â€“ Maintaining and enhancing internal database

Requirements

Degree in Statistics, Economics, Marketing, Business or related disciplines
At least 8 years of working experience in business planning or consumer insights, ideally in relevant sectors such as property and retail
Solid experience in managing internal database and producing outputs is a must
Strong business mindset and analytical skill
Good team player and ability to communicate effectively and concisely both internally and externally
Logical, attention to details, proactive, self-motivated, curious and ability to work under pressure
Good command of spoken and written English and Chinese (Putonghua)
Proficiency in MS office including PowerPoint, Excel, Word; proficiency in SPSS, COGNOS, ORACLE, Power BI or other statistical tools is a plus
Occasional travel to the Mainland is required
Pls kindly email to ann.chan@agsgroup.com.hk",,,,,,

277,iKas International,Business Intelligence/Data Analyst AVP,"Job Responsibilities:
To analyze data related to financial information, stock price and trading data, data of entities, or personnel related to listed companies by applying statistical techniques and/or using business intelligence tools.
To take an active role in the development and implementation of a database project which involves consolidation and analysis of data related to listed companies from various external and internal sources.
To design and prepare analytics reports for useful business insights to assist the daily regulation of listed companies and/or listing policy development.
To assist other ongoing IT projects such as business process management project and RegTech project which involves artificial intelligence and machine learning.

Job Requirements:
Good command of written and spoken English and Mandarin
Degree in statistics, mathematics, computer science or information technology and related disciplines
At least 7 years of relevant working experiences in IT, preferably in data analytics and/or business process re-engineering
High proficiency in Excel, VBA, SQL, statistical tools, big data analytic tools and business intelligence tools (such as MS PowerBI or Tableau), preferably gained in finance industry
Proven experience on large projects in relation to data analytics or business process re-engineering
Strong knowledge on data warehousing architecture, concepts and practices
A team player and a self-starter, who can proactively engage with peers and external vendors, take ownership to ensure timely completion of all deliverables
Experiences in IT projects involving BPM software (such as Pega), artificial intelligence and machine learning are preferable
Excellent analytical and problem solving skills

iKas International (Asia) Limited is providing recruitment services for this role.

Recruitment Licence Number: 56984

By clicking 'APPLY NOW', you confirm that you understand that any personal data you submit through your application will be used to provide you with our recruitment services. For further detail on how iKas International (Asia) Limited process your data, please read the iKas Privacy Statement.",3.4,3.2,3.2,3.1,3.1,3.1

278,AGS Group,Data Engineer (Warehouse / ETL / Informatica),"Responsibilities:
Develop ETL model with business requirements for data integration
Implement & maintain high data quality which ensures completeness, accuracy & relevance of the information
Maintain and support data warehouse and data cleansing with Informatica Data Quality engine
Responsible for data platform and source data extraction analysis, design, development, testing and system implementation and automation

Requirements:
Degree holder in Information Technology, Computer Science or relevant discipline
4 Years relevant experience in Data Management/Analyst/Programming
Solid Experience in SQL, Informatica Data Quality, Data warehousing
Knowledge in cloud data tools would be an advantage
Strong interpersonal skills and able to communicate effectively

Pls email me at xavier.tsang@agsgroup.com.hk",,,,,,

279,Deloitte,Consultant / Senior Consultant â€“ Data Engineer â€“ Data Management & Analytics â€“ Consulting â€“ Hong Kong,"Deloitte China
Deloitte China's professionals provide a full range of audit & assurance, consulting, financial advisory, risk management and tax services. We connect with the Deloitte Global network to provide clients of any size with local experience and international expertise. As one of the leading professional services providers, we have considerable experience in this marketplace.

The Deloitte purpose is about making an impact that matters to our clients, people and society. Our extensive spectrum of services enables us to help our clients become leaders wherever they choose to compete. We are committed to investing in our people and empowering them to achieve more than they can elsewhere. Our advice is only as valuable as our actions and integrity. We believe that by strengthening our clients and society, we become stronger ourselves.

To learn more about how Deloitte makes an impact that matters in China, connect with the Deloitte China social media platforms at www2.deloitte.com/cn/en/social-media.

Deloitte Consulting is the world's largest management consulting practice. In China we are one of the top consulting firms. Our team comprises around 1,600 bilingual consulting talents located in eight cities in China including Shanghai, Beijing, Hong Kong, Shenzhen, Guangzhou, Cheng Du, Chong Qing and Harbin. In global, we have over 44,000 professionals spreading in over 100 countries/locations. Deloitte Consulting is ranked No.1 in global consulting marketplace by revenue by Kennedy, a leading publisher of consulting marketplace analysis products. In China, Deloitte Consulting is ranked as one of the top 3 consulting service providers by Gartner, a global leading IT research and advisory company. Deloitte consulting is awarded as ""the Best HR Consulting Firm"".
Work you'll
do: Â· Design and develop ETL programming for data
integration and management in data platform/ data lake with data extracted form
diversified data source systemsÂ· Design, develop, test, adapt ETL code & jobs to
accommodate changes in source data and new business requirementsÂ· Ensure data quality throughout entire ETL process,
including audits and feedback loops with sources of truthÂ· Document all ETL and data warehouse schema, entity
relationship diagrams, processes and flows in technical specification and system manualÂ· Design rules and develop maintenance work flow for
data cleansing and validation to conduct data quality assessmentÂ· Analyse and implement effective data work flows and
data logic to facilitate efficient and accurate cross-platform data exchange
and integration

Requirements:
Bachelor degree or above, preferably in Computer
Science, Computer Engineering, IT;
At least 4 years or experience in system development
for any Data Management/ Data Lake/ Data Warehouse projects;
Experiences in developing ETL, and the associated
development technology, framework, tools, e.g. the application of Kettle,
Informatica, SAS, ODI, DataStage and other data conversion tools development technology;Â· Proficient knowledge in Big Data, Hadoop, HIVE,
Informatica, Spark or any other related technologies is strongly preferred;
Experience working in technology services companies,
insurance industry and/or technology consulting environment is preferred.
More experienced candidates may be considered as Manager
Deloitte China refers to Deloitte Touche Tohmatsu in Hong Kong, Deloitte Touche Tohmatsu in Macau, Deloitte Touche Tohmatsu Certified Public Accountants LLP in the Chinese Mainland and their respective affiliates practising in Hong Kong, Macau and the Chinese Mainland.

Requisition code: CN175629",3.9,3.4,3.8,4,3,3.4

280,Pactera (Hong Kong) Limited,Data Automation/Big Data Analyst Programmers,"Pactera (http://www.pactera.com/) with global headquarters strategically located in China and regional headquarters in North America, Asia Pacific, and Europe, has international presence, experience and teams that are delivering world-class Business / IT consulting, solutions, and outsourcing services to many global clients.

Pactera has a loyal and diverse client base that provides employees with the opportunity to work on a variety of exciting projects across multiple industry sectors. Each new engagement has the opportunity to grow and develop, as well as experience a new client environment and location. This variety of assignments will enable to you to gain additional and invaluable skills and experiences.

Pactera Hong Kong is seeking enthusiastic, qualified candidates to support our regional businesses.

About us

Pactera is a global company offering consulting, digital, technology and operations services to the worlds leading enterprises. From our roots in engineering to the latest in digital transformation, we give customers a competitive edge.

Our Culture

Within our tech team, we are about passion to win, value our people, and client orientated, ect. We treat our people with respect and trust and give them a ton of freedom and autonomy to make an impact. Join the growing company using technology to tackle enterprises toughest challenges.

About this Job

As Analyst Programmer you will work in a very energetic team to develop a centralised system for Research Department (RD) that (i) allows the automation of data-update processes, database management, and creation of analyses and charts; and (ii) is capable of big data analytics research, which should support relevant data management technologies and various big data toolkits.

The centralised system is being developed to facilitate the (i) immediate need of data automation and (ii) longer-term demand for big data analytics

The data automation includes the automation of (a) data-update processes, (b) database management, (c) creation of analyses and charts, and (d) dissemination. In the system, scripts are written to instruct routine actions, such as data retrieval, data storage and organisation, and table and chart updates. A web portal is incorporated to effectively distribute the automated products to staff inside and outside of RD.

Key Responsibilities

Code and implement report automation using a mix of R, Python, SQL, shell scripts, ETL tool (e.g. Kettle) and data visualization tool (e.g. Tableau and R Shiny);

Extract data from various data sources using API, data feed, web scraping, etc.;

Perform code review and deployment;

Schedule automated tasks;

Update implementation progress;

Support production issues;

Prepare and maintain technical documentations, including but not limited to project configuration guide, implementation standard, Read me, etc.;

Carry out additional tasks based on operational needs:
Designing schemas and tables and maintain Database (PostgreSQL);

Tuning system performance;

Maintaining and updating report dissemination channels, including but not limited to email, web portal, etc.;

Updating web portal template (Wiki, CKAN and WordPress);

Perform unit test and system integration test;

Advise users on the application of machine learning and big data technique, such as NLP, and develop proof of concepts for showcases.

Requirements

Bachelors degree / High diploma holder in computer science, data science, computer engineering or related disciplines;

2 working experience in data warehouse, ETL development, business intelligence, and/or data visualisation, preferably in a sizeable organization; or fresh graduates with good academic results on related subjects (transcripts required in this case) and with knowledge of data warehouse, ETL, business intelligence, and/or data visualization;

Proficiency in R, Python, SQL and shell scripts;

Experience in DevOps and Agile methodology;

Experience in ETL tool (e.g. Kettle) and data visualization tool (e.g. Tableau and R Shiny);

It would be an advantage if you:
Experience in basic web development

Understanding on economics, finance and accounting

Experience in machine learning and big data analytics, such as NLP

Good command of both written and spoken English; fluency in Cantonese

Proactive with good analytical, communication and presentation skills

A problem solver; Highly motivated and cooperative; Result oriented; and a fast learner.

Full-time",4.4,3.6,4.1,4.3,3.7,4.4

281,Deloitte,Senior Consultant / Manager â€“ Data Architect â€“ Data Management & Analytics â€“ Consulting â€“ Hong Kong,"Deloitte China
Deloitte China's professionals provide a full range of audit & assurance, consulting, financial advisory, risk management and tax services. We connect with the Deloitte Global network to provide clients of any size with local experience and international expertise. As one of the leading professional services providers, we have considerable experience in this marketplace.

The Deloitte purpose is about making an impact that matters to our clients, people and society. Our extensive spectrum of services enables us to help our clients become leaders wherever they choose to compete. We are committed to investing in our people and empowering them to achieve more than they can elsewhere. Our advice is only as valuable as our actions and integrity. We believe that by strengthening our clients and society, we become stronger ourselves.

To learn more about how Deloitte makes an impact that matters in China, connect with the Deloitte China social media platforms at www2.deloitte.com/cn/en/social-media.

Deloitte Consulting is the world's largest management consulting practice. In China we are one of the top consulting firms. Our team comprises around 1,600 bilingual consulting talents located in eight cities in China including Shanghai, Beijing, Hong Kong, Shenzhen, Guangzhou, Cheng Du, Chong Qing and Harbin. In global, we have over 44,000 professionals spreading in over 100 countries/locations. Deloitte Consulting is ranked No.1 in global consulting marketplace by revenue by Kennedy, a leading publisher of consulting marketplace analysis products. In China, Deloitte Consulting is ranked as one of the top 3 consulting service providers by Gartner, a global leading IT research and advisory company. Deloitte consulting is awarded as ""the Best HR Consulting Firm"".
Work you'll

do:
Responsible for guiding the design and
direction of data strategy, working closely with a range of stakeholders
including the rest of the architecture team, data consumers, data providers, and
business users;Â· Deliver architecture artefacts,
standards, patterns etc. that will be disseminated to and used by enterprise/
solution architects;Â· Develop data standard and
specifications, and monitor the implementation of data standard and
specifications during the implementation of relevant projects; Â· Establish and execute the mechanism of
data governance (metadata management, data standard formation, data quality
assurance etc.); Â· Develop data quality standards and data
quality control plans, conduct data quality management, tracking and
monitoring, and establish data quality evaluation systems; andÂ· Plan, design and lead the implementation
of the overall data management and data application system of large data
platform.

Requirements:
Bachelor degree or above, preferably in
Computer Science, Computer Engineering, or Statistics;
5 years or above industry experience in
Data Management & Analytics with experience in a similar role as a Solution
Architect or Data Architect;
Advisory and implementation experience
in Modern Data Architecture, microservices, Big Data and/or traditional BI/DW/ETL design, Master Data Management;
Experience in at least 1-2 of the following tools; e.g. Tableau,
PowerBI, Cognos, BO, BIEE and other BI tools;
Experience in system integration using any 1-2 of the ETL tools; e.g. Datastage,
PowerCenter, MSSSIS, KETTLE, SQoop, shell scripts and job scheduling system;
Sound knowledge in any of the data
related emerging technologies, e.g. machine learning, artificial intelligence
and real time streaming technologies;
Candidates with financial services industry,
especially insurance companies experiences preferred;
IFRS 17 & IFRS 9 financial reporting
standards knowledge is an added advantage;Â· More experienced candidates may be considered as Senior Manager

Deloitte China refers to Deloitte Touche Tohmatsu in Hong Kong, Deloitte Touche Tohmatsu in Macau, Deloitte Touche Tohmatsu Certified Public Accountants LLP in the Chinese Mainland and their respective affiliates practising in Hong Kong, Macau and the Chinese Mainland.

Requisition code: CN175628",3.9,3.4,3.8,4,3,3.4

282,Hillman Ross,Business Analytics Manager (New Headcount),"Contract Type: Permanent
Location: Hong Kong

Industry:
Accounting & Finance
Salary: Negotiable
Reference: 10254_1573815613
Contact Name: Ronald Ho
Contact Email: Ronald.Ho@hillmanross.com
Job Published: November 15, 2019 19:00
Job Description
This is a newly created position sitting in the Asia-Pacific headquarters of a highly reputable professional services provider.

To meet the demands of a growing business, they are now seeking for an Business Analytics Manager.

RESPONSIBILITIES:
Partner with Group and in-country leaders, providing meaningful business insights through data analytics to support decision-making
Identify, populate, analyze, and interpret trends or patterns in complex data sets related to markets, product offerings, client demographics, etc
Develop, implement, and maintain reporting tools & dashboards that optimize operational efficiency and quality
Be the expert on enterprise data, ensuring information is captured and stored effectively
Participate in the business-wide transformation plan, assisting the C-suite team to drive projects related to business expansion and strategy

QUALIFICATIONS:
Bachelor Degree in Accounting/Finance/Analytics or equivalent
A minimum of 6 years data and business analysis experience gained from a sizeable organization
Proficient in working with large data sets, multi-dimensional analytics, and financial modelling
Demonstrated track record in working with senior management
Advanced User in Microsoft Excel, Power BI, and/or Tableau
Fluency in English and Cantonese

APPLY FOR THIS JOB

Interested candidate please CLICK apply button to apply online or send your resume in MS word format to Hillman Ross Recruitment Professional Solution Professional

Please note that only shortlisted candidate will be notified. All information will be treated in strict confidence and solely used for recruitment purposes.",2.6,2.7,2.7,2.7,2.8,2.9

283,Aptitude Asia,Market Risk Quantitative Analyst - Hedge Fund,"Responsibilities

Quantitative / risk modelling with a strong technical understanding to aid with a variety of model validation projects
Work closely with Investment managers and CRO to build and enhance quantitative models and simulation engines used to price, monitor, analyze, stress and forecast risk in the firmâ€™s portfolio of cross asset derivative trades and hedges
Stress-testing and numerical simulation tool experience - Monte Carlo Simulation / VaR
Model Validation
Pricing and analysing financial products and derivatives - Exotic derivatives

Requirements

PhD/MPhil in Mathematics, Physics, Engineering, Finance or other related fields
4+ years of working in quantitative risk analytics
Proven experiences in designing, building, testing, and using quantitative risk models in a front office or risk environment.
Sound knowledge of exotic traded products, cross asset derivatives and dynamic strategies
Strong Python programming skills
Hands-on experience working with large data sets
Superior communication skills and the ability to work closely with senior management, operations and technology in a collegial and collaborative work culture

To apply, please send your resume to Donna (donna@aptitudeasia.com), thanks.",,,,,,

284,AGS Group,Data Analytics Manager (BI/CRM),"Our client is a large reputation organization in Hong Kong various B2B platforms and trade businesses. They are looking for a high-calibre professional to join their database BI department to support business growth and enhance customer experiences across the regions.

Responsibilities

Understand business issues and needs, then design effective data analytics programs to identify root causes and solutions
Conduct in-depth and dynamic data analysis from complex data sets, derive business insights from analysis results and review with business users
Assist in defining appropriate business and direct marketing campaign metrics, and solicit relevant data sources to produce the evaluation reports
Bring in best practices in advanced data analytics, predictive modelling, campaign management, CRM and related processes
Lead and coach other colleagues to conduct data analysis
Establish business and data analytics request procedure
Work with other colleagues to understand the current data structure and business
Taking part from UAT to implementation; consolidating and reviewing user requirement
Working closely with various business departments, IT and external vendors in achieving the above items

Requirements

A university degree in Science or Business, preferably in Statistics, Mathematics or related disciplines
A minimum of 5 years relevant experience in customer data analysis, BI and CRM related activities.
Experience and knowledge in data mining and model building will be a plus.
Strong business sense to comprehend business issues and needs, interpret analysis result from a business perspective and make actionable recommendations
Experience in customer database/warehouse project, understanding of B2B business), or relevant project management experience will be an added advantage
Sound business sense to comprehend business issues and needs, interpret analytics results from business perspectives and make actionable recommendations
Good interpersonal skills, proactive working attitude with an analytical mindset, team spirit and problem-solving skills
Proficient skills with analytical and BI tools, e.g. R/Python, Tableau, MS Access, SAS, VBA and SQL etc.
Good communication skills in both written and spoken English and Chinese

Working Location : Tseung Kwan O

Pls email to ada@agsgroup.com.hk",,,,,,

285,Seamatch Asia,Data Analyst / Business Intelligence,"Our client is seeking an ETL Analyst Programmer who will be responsible for data and systems analysis and program delivery and advice, as well as monitoring work flows and systems to guide future planning and development.
In this position you will utilise your strong technical knowledge when undertaking related technical and user liaison tasks in the context of the business Management Information Systems.

Job Description:
Independently design and implement Extract, Transformation and Load (ETL) processes to be used by the data warehouse team whilst also training the team on using the systems
Develop technical design specifications through effective consultation with stakeholders and clients and in doing so provide expert advice to customers and developers on delivery approach
Conduct root cause analysis and resolve production problems and data issues
Contribute to designing and implementing data structures and data management processes that support the business intelligence requirements

Job Requirement:
Successful candidates must possess a relevant Degree whilst also having at least 2 years relevant work experience. In addition you will have extensive experience in ETL programming and strong experience with use of SQL & RDBMS Systems.",,,,,,

286,Classy Wheeler,Senior Data Analytics Manager - IC,"Client Description
Listed â€œblue-chipâ€ù in Hong Kong
Job Description
Candidates with less experience will be considered as Data Analytics Manager.

Responsibilities
Formulate strategy in acquiring (structure and unstructured data), cleansing, analyzing and turning insights into business result
Gather requirements from key stakeholders to design, develop and improve Group CRM
Formulate use cases and drive the adoption of Group CRM
Develop segmentation, modeling and machine learning to drive cross-sell and up-sell initiatives
Develop visualization tool to improve insight transparency
Present customer insights and make recommendation to improve customer value
Support and equip the local analytics team with advanced analytical skills including data capture guidelines, analytical frameworks and CRM solutions
Job Requirements
University degree in Quantitative Analysis, Statistics, Mathematics, Information Management, computing or a related discipline
3 - 5 yearsâ€™ experience in advanced data analysis, customer segmentation and modeling
Strong analytical mind with good report writing skills, and able to transform data into actionable insights
Hands-on experience in data mining using such as SQL, R and Python
Experienced in data visualization using Tableau, Power BI or Qlikview
Good understanding of CRM system, Campaign management system, data warehousing, advanced statistical analysis methods and data modeling techniques
Strong commitment in taking new challenges and self-motivation
Good communication, analytical and project management skills
Proficiency in both English and Chinese",,,,,,

287,FWD Hong Kong,"Quantitative Analyst, Investment","FWD spans Hong Kong & Macau, Thailand, Indonesia, the Philippines, Singapore, Vietnam, Japan and Malaysia. In Hong Kong, FWD offers life and medical insurance, general insurance, employee benefits, and financial planning. FWD is focused on creating fresh customer experiences, with easy-to-understand and relevant products, supported by digital technology. Through this customer-led approach, FWD aims to become a leading pan-Asian insurer that changes the way people feel about insurance.

Established in Asia in 2013, FWD is the insurance business of investment group, Pacific Century Group. The life insurance and general insurance operating entities have been assigned strong financial strength ratings by international rating agencies. While FWD Life Insurance Company (Bermuda) Limited (Incorporated in Bermuda with limited liability) has been affirmed â€˜A3â€™ by Moody's and â€˜Aâ€™ by Fitch, FWD General Insurance Company Limited has also received â€˜Aâ€™ rating from Fitch, all with a stable outlook.

In Hong Kong & Macau, FWD has been providing quality services to around 510,000 customers with over 800 staff.

If you are looking for a company where can fuel your inspiration and cultivate your expertise, join us on our exciting journey.

The Job

To help the investment team identify opportunities to optimize risk / return characteristics of the portfolio
Meet due diligence and internal process requirements.
Assisting with reporting to local, Group and Board committees on these activities as required

The Person

Degree in a financial discipline
Knowledge of financial markets and practice
Knowledge in practical investment management
Quantitative finance skills
Programming skills

We offer 5-day work, 20-22 days annual leaves, excellent learning & development opportunities and an attractive package to the right candidate.

Information collected will be treated in strict confidence and used solely for recruitment purpose. The company will retain all applications no longer than 24 months of which will be destroyed thereafter. When there are vacancies in any of our subsidiaries, holding companies, associated or affiliated companies of, or companies controlled by, or under common control with the Company during that period, we may transfer your application to them for consideration of employment. We are an equal opportunity employer. We do not discriminate on the basis of race, sex, disability or family status in employment process.",3.5,3.8,3.5,3.7,3.3,3.1

288,Cornerstone Global Partners,Data Engineer - FinTech Virtual Bank - Perm role - Up to 35kpm,"We are the worlds first fully integratedmulti-industryOnline to Offline Talent Recruitment Platform.

Launched in 2012 as a traditional recruitment firm, CGP has become one of the largest recruitment solutions firms in Asia with 400+ team members delivering executive search, recruitment process outsourcing and contracting services to multi-national and domestic firms.

The firm operates 9 offices in Mainland China and has offices in Hong Kong, Singapore and the United States.

In 2018, the company won multiple industry awards includingBest Recruitment FirmandBest Innovation in Recruitmentas a result of the development of our proprietary O2O AI enabled Top20Talent platform.

These services include traditional C-level to mid-level executive search, market entry/outbound investment consultancy and organizational design solutions through theirindustry specializedPartners and Consultants.

For more information, please visit our website: http://www.cornerstoneglobalpartners.com/ or www.cgpo2o.com

Cornerstone is working with a FinTech company creating cutting edge Virtual Banking services for the Hong Kong market. Looking to speak to Data Engineers with hands-on Python skills to help build the Data tools (Data Warehouse/Data Lake) and pipeline to be used by the Virtual Bank.

Role Overview

Work closely with the core team in Hong Kong to implement and develop the backend of our services

Integrate new technologies into existing systems

Build Data tools and infrastructure (Data Warehouse/Data Lake) that will help the virtual bank to thrive.

Assist, build and maintain the data pipeline.

Ideal Profile

Degree in Computer Science/Engineering or equivalent discipline

Previous professional experience interacting with Data (Analysis/Engineering) is preferable but not crucial

Experience with ELT is useful

At least 2 years of software development experience

Hands-on skills with Python and Java

Please click ""APPLY NOW"" to send your resume in WORD format with the current and expected salaries.
Personal data collected will be used for recruitment purpose only
All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time,Permanent",4.4,4.1,4.5,4.3,4,4.4

289,KOS International Limited,Business Intelligence and Analytics Manager - Retail,"Job Description

About our Client

Our client is a local company with a dominant market position in the entertainment and lifestyle sector. Due to continued business expansion locally, a need has arisen to recruit a Business Intelligence and Analytics Manager to drive their business forward.

About the Role

Reporting to the department head and leading a one staff, you will be responsible for the delivery of data and reporting platforms and solutions to business key stakeholders enabling them to make data-informed decisions. In addition, you will drive the data strategy and manage the day-to-day operations of the BI team. Working with internal stakeholders, you will develop commercial strategies and analyse new operational requirements of the business by interacting with all appropriate users to specify forward thinking solutions that will add value to the all line of business. As an individual, you will identify business issues and conduct root cause analysis to provide insights and actionable recommendations to improve performance and capture opportunities. Lastly, you will also produce detailed written documentation to support your work, report on your findings and to present to stakeholders when necessary.

Requirements

Bachelor degree in business analytics, mathematics or statistics
5+ years of prior corporate strategy, retail industry consulting, business analytics or relevant industry experience
Strong quantitative skills and an analytical mindset with hands on modeling experience
Understanding of statistical concepts, comfort with large data sets and liaising with data experts
Highly developed conceptual reasoning capabilities, with proven ability to break down and frame strategic problems
Ideally experience with statistics and regression analysis and/or data extraction (SQL, SAS or R)
Good command in Chinese and English",,,,,,

290,ConnectedGroup Limited,Senior Management Role - Data Analyst,"Our client is one of the largest organizations in financial services. They are currently looking for a Data Analyst to lead the full lifecycle analysis including requirements, activities and design.

You will develop analysis and reporting capabilities, also you are responsible to monitor performance and quality control plans to identify improvements.

Responsibilities:
interpret data, analyze results using statistical techniques and provide ongoing reports;
development and implementation of a database, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality;
design and prepare analytics' reports for useful business insights to assist the compliance;
assist ongoing IT projects which involves data, business analyst, artificial intelligence and machine learning;

